timestamp,device_id,test_id,waveform_type,bias,amplitude,frequency,test_purpose,quality_label,notes,cycle_id,feedback_position_%,setpoint_position_%,motor_torque_Nmm,power_W,internal_temperature_deg_C,rotation_direction,test_number,source_file,elapsed_seconds,dt_seconds,velocity,temperature_rate
2026-03-16 18:26:28.968000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.51,0.04699999999999971,0.0,0.0
2026-03-16 18:26:29.015000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.557,0.04700000000000015,0.0,0.0
2026-03-16 18:26:29.061000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.603,0.04600000000000026,0.0,-5.684341886080802e-14
2026-03-16 18:26:29.108000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.65,0.04699999999999971,0.0,5.684341886080802e-14
2026-03-16 18:26:29.154000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.696,0.04600000000000026,2.842170943040401e-14,0.0
2026-03-16 18:26:29.202000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.744,0.04800000000000004,0.0,0.0
2026-03-16 18:26:29.250000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.792,0.0479999999999996,0.0,0.0
2026-03-16 18:26:29.297000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.839,0.04700000000000015,0.0,0.0
2026-03-16 18:26:29.345000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.887,0.04800000000000004,2.842170943040401e-14,5.684341886080802e-14
2026-03-16 18:26:29.391000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,3.933,0.04599999999999982,-2.842170943040401e-14,-5.684341886080802e-14
